"","pid","hid","sex","mastat","age","qfachi","lknbrd","paygu","region","wave","N","pay_lag","paych"
"9308",14879247,2512807,1,1,77,NA,1,NA,7,2,2,NA,NA
"9309",14879271,1406728,2,1,70,7,1,NA,7,1,2,NA,NA
"9310",14879271,2512807,2,1,71,7,1,NA,7,2,2,NA,NA
"9311",14880369,1406817,1,1,84,5,1,NA,7,1,2,NA,NA
"9312",14880369,2512947,1,3,85,5,1,NA,7,2,2,NA,NA
"9313",14882604,1407007,1,2,26,2,1,1575,7,1,2,NA,NA
"9314",14882604,2513099,1,2,27,2,1,1690.30029296875,7,2,2,1575,115.30029296875
"9315",14882639,1407007,2,2,26,2,1,1333.33337402344,7,1,2,NA,NA
"9316",14882639,2513099,2,2,27,2,1,1567.20556640625,7,2,2,1333.33337402344,233.872192382812
"9317",14883716,1407104,1,1,41,7,NA,NA,7,1,2,NA,NA
"9318",14883716,2513307,1,1,42,7,1,NA,7,2,2,NA,NA
"9319",14887088,1407376,2,1,74,7,1,NA,7,1,2,NA,NA
"9320",14887088,2513668,2,3,75,7,1,NA,7,2,2,NA,NA
"9321",14887142,1407376,1,6,39,7,1,238.33332824707,7,1,2,NA,NA
"9322",14887142,2513668,1,6,40,7,1,260,7,2,2,238.33332824707,21.6666717529297
"9323",14888203,1407473,2,6,25,5,1,840.646667480469,7,1,2,NA,NA
"9324",14888203,2513889,2,6,26,5,1,650.500366210938,7,2,2,840.646667480469,-190.146301269531
"9325",14890437,1407651,1,4,62,5,1,NA,7,1,2,NA,NA
"9326",14890437,2513951,1,4,63,5,1,NA,7,2,2,NA,NA
"9327",14899396,1408402,2,6,21,5,1,65,7,1,2,NA,NA
"9328",14899396,2514311,2,6,22,5,2,700.538879394531,7,2,2,65,635.538879394531
"9329",14901668,1408593,2,1,28,7,1,NA,7,1,2,NA,NA
"9330",14901668,2514451,2,5,28,7,1,NA,7,2,2,NA,NA
"9331",14902753,1408682,1,1,27,6,1,520,7,1,2,NA,NA
"9332",14902753,2514885,1,1,28,6,1,600.4619140625,7,2,2,520,80.4619140625
"9333",14902788,1408682,2,1,27,7,1,151.907806396484,7,1,2,NA,NA
"9334",14902788,2514885,2,1,28,7,1,333.666656494141,7,2,2,151.907806396484,181.758850097656
"9335",14903873,1408771,1,1,54,7,2,NA,7,1,2,NA,NA
"9336",14903873,2515091,1,1,55,7,1,NA,7,2,2,NA,NA
"9337",14903903,1408771,2,1,54,7,1,NA,7,1,2,NA,NA
"9338",14903903,2515091,2,1,55,7,1,NA,7,2,2,NA,NA
"9339",14904993,1408879,1,1,60,7,1,NA,7,1,2,NA,NA
"9340",14904993,2515237,1,1,61,7,1,NA,7,2,2,NA,NA
"9341",14905027,1408879,2,1,59,7,1,NA,7,1,2,NA,NA
"9342",14905027,2515237,2,1,60,7,1,NA,7,2,2,NA,NA
"9343",14906112,1408968,2,2,20,7,2,NA,7,1,2,NA,NA
"9344",14906112,2515385,2,2,20,7,1,NA,7,2,2,NA,NA
"9345",14906147,1408968,1,2,26,5,2,NA,7,1,2,NA,NA
"9346",14906147,2515385,1,2,26,5,1,NA,7,2,2,NA,NA
"9347",14910586,1409336,1,2,50,7,1,1044.33337402344,7,1,2,NA,NA
"9348",14910586,2515601,1,2,51,7,1,1300,7,2,2,1044.33337402344,255.666625976562
"9349",14910616,1409336,2,2,46,7,1,1007.97760009766,7,1,2,NA,NA
"9350",14910616,2515601,2,2,47,7,1,1050.80834960938,7,2,2,1007.97760009766,42.8307495117188
"9351",14910659,1409336,1,6,22,3,1,715,7,1,2,NA,NA
"9352",14910659,2515601,1,6,23,3,1,1040,7,2,2,715,325
"9353",14911701,1409433,1,1,37,7,1,NA,7,1,2,NA,NA
"9354",14911701,2515814,1,1,38,7,1,NA,7,2,2,NA,NA
"9355",14911736,1409433,2,1,25,NA,NA,NA,7,1,2,NA,NA
"9356",14911736,2515814,2,1,26,NA,NA,NA,7,2,2,NA,NA
"9357",14912821,1409522,1,1,27,7,1,NA,7,1,2,NA,NA
"9358",14912821,2516179,1,1,28,7,1,NA,7,2,2,NA,NA
"9359",14912856,1409522,2,1,19,6,1,NA,7,1,2,NA,NA
"9360",14912856,2516179,2,1,20,6,1,NA,7,2,2,NA,NA
"9361",14916193,1409808,1,6,19,4,2,NA,7,1,2,NA,NA
"9362",14916193,2516381,1,6,20,4,1,840.646667480469,3,2,2,NA,NA
"9363",14917343,1409891,2,2,28,7,1,NA,7,1,2,NA,NA
"9364",14917343,2516454,2,6,29,7,1,NA,7,2,2,NA,NA
"9365",14919559,1410083,2,1,26,7,2,NA,7,1,2,NA,NA
"9366",14919559,2516829,2,4,26,7,1,NA,7,2,2,NA,NA
"9367",14920662,1410172,2,4,35,7,1,NA,7,1,2,NA,NA
"9368",14920662,2516969,2,4,36,7,1,NA,7,2,2,NA,NA
"9369",14922908,1410369,1,1,52,7,1,1120.86218261719,7,1,2,NA,NA
"9370",14922908,2517175,1,1,53,7,1,1067.82141113281,7,2,2,1120.86218261719,-53.040771484375
"9371",14922932,1410369,2,1,50,7,1,NA,7,1,2,NA,NA
"9372",14922932,2517175,2,1,51,7,1,NA,7,2,2,NA,NA
"9373",14922967,1410369,1,6,25,5,2,729.561218261719,7,1,2,NA,NA
"9374",14922967,2517175,1,6,26,5,1,650,7,2,2,729.561218261719,-79.5612182617188
"9375",14922991,1410369,1,6,21,5,1,725.55810546875,7,1,2,NA,NA
"9376",14922991,2517175,1,6,22,3,1,720.554260253906,7,2,2,725.55810546875,-5.00384521484375
"9377",14926261,1410636,1,1,26,6,1,NA,7,1,2,NA,NA
"9378",14926261,2517469,1,1,27,6,1,780,7,2,2,NA,NA
"9379",14926296,1410636,2,1,24,6,1,NA,7,1,2,NA,NA
"9380",14926296,2517469,2,1,25,6,1,NA,7,2,2,NA,NA
"9381",14931869,1411101,1,1,64,7,2,693.333312988281,7,1,2,NA,NA
"9382",14931869,2518244,1,1,65,7,2,914.333312988281,7,2,2,693.333312988281,221
"9383",14938588,1411667,1,1,30,4,1,700.538879394531,7,1,2,NA,NA
"9384",14938588,2518384,1,1,31,4,1,NA,7,2,2,700.538879394531,NA
"9385",14938618,1411667,2,1,22,6,1,NA,7,1,2,NA,NA
"9386",14938618,2518384,2,1,23,6,1,NA,7,2,2,NA,NA
"9387",14939703,1411756,1,1,34,5,1,842.388061523438,7,1,2,NA,NA
"9388",14939703,2518686,1,1,35,5,1,890.685180664062,7,2,2,842.388061523438,48.297119140625
"9389",14939738,1411756,2,1,24,5,1,249.340530395508,7,1,2,NA,NA
"9390",14939738,2518686,2,1,25,5,1,253.443862915039,7,2,2,249.340530395508,4.10333251953125
"9391",14943069,1412043,1,1,82,7,1,NA,7,1,2,NA,NA
"9392",14943069,2518961,1,3,83,7,1,NA,7,2,2,NA,NA
"9393",14945304,1412221,2,1,25,2,1,1351.03930664062,7,1,2,NA,NA
"9394",14945304,2519186,2,1,26,2,1,NA,8,2,2,1351.03930664062,NA
"9395",14945339,1412221,1,1,31,2,1,2201.69360351562,7,1,2,NA,NA
"9396",14945339,2519186,1,1,32,2,1,2201.69360351562,8,2,2,2201.69360351562,0
"9397",14946416,1412329,1,6,63,5,1,1373.05627441406,7,1,2,NA,NA
"9398",14946416,2519321,1,6,64,5,1,NA,7,2,2,1373.05627441406,NA
"9399",14947536,1412418,1,1,39,7,2,NA,7,1,2,NA,NA
"9400",14947536,2519399,1,1,40,7,2,NA,7,2,2,NA,NA
"9401",14947579,1412418,2,1,31,7,1,NA,7,1,2,NA,NA
"9402",14947579,2519399,2,1,32,7,1,NA,7,2,2,NA,NA
"9403",14954257,1412973,1,1,41,NA,NA,NA,7,1,2,NA,NA
"9404",14954257,2520311,1,1,42,NA,NA,NA,7,2,2,NA,NA
"9405",14954281,1412973,2,1,39,7,1,667.333312988281,7,1,2,NA,NA
"9406",14954281,2520311,2,1,40,7,1,702,7,2,2,667.333312988281,34.6666870117188
"9407",14954311,1412973,2,6,19,5,1,528.657836914062,7,1,2,NA,NA
"9408",14954311,2520311,2,6,20,5,1,563.333312988281,7,2,2,528.657836914062,34.6754760742188
"9409",14954346,1412973,1,6,16,7,1,NA,7,1,2,NA,NA
"9410",14954346,2520311,1,6,17,7,1,NA,7,2,2,NA,NA
"9411",14955377,1413066,2,5,51,7,1,411.23876953125,7,1,2,NA,NA
"9412",14955377,2520591,2,5,52,7,1,508.737060546875,7,2,2,411.23876953125,97.498291015625
"9413",14956497,1413163,1,1,66,7,1,NA,7,1,2,NA,NA
"9414",14956497,2520818,1,1,67,7,1,NA,7,2,2,NA,NA
"9415",14956527,1413163,2,1,62,7,2,741.570434570312,7,1,2,NA,NA
"9416",14956527,2520818,2,1,63,7,1,774.595886230469,7,2,2,741.570434570312,33.0254516601562
"9417",14958732,1413341,2,6,24,7,1,NA,7,1,2,NA,NA
"9418",14958732,2520958,2,6,25,7,1,NA,7,2,2,NA,NA
"9419",14959852,1413449,1,1,44,5,1,836.333312988281,7,1,2,NA,NA
"9420",14959852,2521237,1,1,45,5,1,1315.7802734375,7,2,2,836.333312988281,479.446960449219
"9421",14959887,1413449,2,1,40,3,1,600.880065917969,7,1,2,NA,NA
"9422",14959887,2521237,2,1,41,3,1,800.615844726562,7,2,2,600.880065917969,199.735778808594
"9423",14959917,1413449,1,6,18,5,1,NA,7,1,2,NA,NA
"9424",14959917,2521237,1,6,19,4,1,NA,7,2,2,NA,NA
"9425",14959941,1413449,2,6,17,5,1,NA,7,1,2,NA,NA
"9426",14959941,2521237,2,6,18,5,1,NA,7,2,2,NA,NA
"9427",14959976,1413449,2,6,16,7,1,NA,7,1,2,NA,NA
"9428",14959976,2521237,2,6,16,5,1,NA,7,2,2,NA,NA
"9429",14960966,1413538,1,1,43,7,1,NA,7,1,2,NA,NA
"9430",14960966,2521679,1,1,44,7,1,NA,7,2,2,NA,NA
"9431",14961008,1413538,2,1,30,7,1,NA,7,1,2,NA,NA
"9432",14961008,2521679,2,1,31,7,1,NA,7,2,2,NA,NA
"9433",14963213,1413716,2,5,72,7,1,NA,7,1,2,NA,NA
"9434",14963213,2522039,2,5,73,7,1,NA,7,2,2,NA,NA
"9435",14963248,1413716,1,6,41,7,1,NA,7,1,2,NA,NA
"9436",14963248,2522039,1,6,42,7,1,NA,7,2,2,NA,NA
"9437",14964333,1413813,2,3,77,7,1,NA,7,1,2,NA,NA
"9438",14964333,2522179,2,3,78,7,1,NA,7,2,2,NA,NA
"9439",14966573,1413996,1,1,78,7,1,NA,7,1,2,NA,NA
"9440",14966573,2522527,1,1,79,7,1,NA,7,2,2,NA,NA
"9441",14966603,1413996,2,1,76,7,1,NA,7,1,2,NA,NA
"9442",14966603,2522527,2,1,77,7,1,NA,7,2,2,NA,NA
"9443",14971046,1414372,1,1,71,5,1,NA,7,1,2,NA,NA
"9444",14971046,2522829,1,1,72,5,2,NA,7,2,2,NA,NA
"9445",14971089,1414372,2,1,71,7,1,NA,7,1,2,NA,NA
"9446",14971089,2522829,2,1,72,7,1,NA,7,2,2,NA,NA
"9447",14974401,1414658,2,3,55,7,1,NA,7,1,2,NA,NA
"9448",14974401,2523329,2,3,55,7,1,NA,7,2,2,NA,NA
"9449",14974436,1414658,2,6,23,5,1,472.333343505859,7,1,2,NA,NA
"9450",14974436,2523329,2,6,23,5,1,NA,7,2,2,472.333343505859,NA
"9451",14975521,1414747,2,6,42,3,1,975,7,1,2,NA,NA
"9452",14975521,2523604,2,6,43,3,1,1083.33337402344,7,2,2,975,108.333374023438
"9453",14976641,1414836,2,1,27,5,2,1629.25329589844,7,1,2,NA,NA
"9454",14976641,2523671,2,1,28,5,1,2501.92456054688,18,2,2,1629.25329589844,872.671264648438
"9455",14976676,1414836,1,1,29,4,2,1881.447265625,7,1,2,NA,NA
"9456",14976676,2523671,1,1,30,4,1,NA,18,2,2,1881.447265625,NA
"9457",14978881,1415026,1,1,31,7,1,NA,7,1,2,NA,NA
"9458",14978881,2523817,1,1,32,7,1,NA,7,2,2,NA,NA
"9459",14978911,1415026,2,1,25,6,1,43.3333320617676,7,1,2,NA,NA
"9460",14978911,2523817,2,1,26,6,1,NA,7,2,2,43.3333320617676,NA
"9461",14980002,1415123,2,6,26,7,1,NA,7,1,2,NA,NA
"9462",14980002,2524104,2,6,27,7,1,NA,7,2,2,NA,NA
"9463",14981122,1415212,1,4,59,7,2,866.666687011719,7,1,2,NA,NA
"9464",14981122,2524317,1,1,59,7,1,754,7,2,2,866.666687011719,-112.666687011719
"9465",14981157,1415212,1,6,28,6,1,550.333312988281,7,1,2,NA,NA
"9466",14981157,2524317,1,6,29,6,1,NA,7,2,2,550.333312988281,NA
"9467",14983397,1415409,2,1,44,7,2,130,7,1,2,NA,NA
"9468",14983397,2524457,2,1,45,7,2,150.115478515625,7,2,2,130,20.115478515625
"9469",14984482,1415492,2,4,49,7,NA,NA,7,1,2,NA,NA
"9470",14984482,2524759,2,4,50,7,1,NA,7,2,2,NA,NA
"9471",14986728,1415689,2,4,45,5,1,850.654357910156,7,1,2,NA,NA
"9472",14986728,2524899,2,4,46,5,1,790.608154296875,7,2,2,850.654357910156,-60.0462036132812
"9473",14986752,1415689,2,6,21,5,1,368.333343505859,7,1,2,NA,NA
"9474",14986752,2524899,2,6,22,5,1,445.356811523438,7,2,2,368.333343505859,77.0234680175781
"9475",14986787,1415689,1,6,17,7,1,NA,7,1,2,NA,NA
"9476",14986787,2524899,1,6,18,7,1,424.666656494141,7,2,2,NA,NA
"9477",14988968,1415867,1,2,34,7,1,NA,7,1,2,NA,NA
"9478",14988968,2525186,1,4,35,7,2,NA,8,2,2,NA,NA
"9479",14988992,1415867,2,2,26,6,1,NA,7,1,2,NA,NA
"9480",14988992,2525119,2,4,27,6,1,NA,7,2,2,NA,NA
"9481",14990083,1415956,1,1,71,7,1,NA,7,1,2,NA,NA
"9482",14990083,2525399,1,1,72,7,1,NA,7,2,2,NA,NA
"9483",14990113,1415956,2,1,67,7,1,NA,7,1,2,NA,NA
"9484",14990113,2525399,2,1,68,7,1,NA,7,2,2,NA,NA
"9485",14992329,1416146,1,1,57,7,1,771.333312988281,7,1,2,NA,NA
"9486",14992329,2525607,1,1,58,7,1,754,7,2,2,771.333312988281,-17.3333129882812
"9487",14992353,1416146,2,1,55,7,1,NA,7,1,2,NA,NA
"9488",14992353,2525607,2,1,56,7,1,NA,7,2,2,NA,NA
"9489",14993449,1416243,1,1,50,5,1,NA,7,1,2,NA,NA
"9490",14993449,2525747,1,1,51,5,1,NA,7,2,2,NA,NA
"9491",14993473,1416243,2,1,51,7,1,216.66667175293,7,1,2,NA,NA
"9492",14993473,2525747,2,1,52,7,1,330.254058837891,7,2,2,216.66667175293,113.587387084961
"9493",14993503,1416243,2,6,25,4,1,776.597412109375,7,1,2,NA,NA
"9494",14993503,2525747,2,6,26,4,1,812.625122070312,7,2,2,776.597412109375,36.0277099609375
"9495",14997916,1416618,2,1,42,3,1,NA,7,1,2,NA,NA
"9496",14997916,2525968,2,1,43,3,1,NA,7,2,2,NA,NA
"9497",14997959,1416618,1,1,78,NA,NA,NA,7,1,2,NA,NA
"9498",14997959,2525968,1,1,79,7,1,NA,7,2,2,NA,NA
"9499",14999048,1416707,2,4,39,5,1,NA,7,1,2,NA,NA
"9500",14999048,2526107,2,4,40,5,1,NA,7,2,2,NA,NA
"9501",15000168,1416804,2,2,35,7,2,NA,7,1,2,NA,NA
"9502",15000168,2526328,2,2,36,7,2,NA,7,2,2,NA,NA
"9503",15000192,1416804,1,2,29,7,2,NA,7,1,2,NA,NA
"9504",15000192,2526328,1,2,30,7,2,NA,7,2,2,NA,NA
"9505",15000222,1416804,1,6,16,7,2,NA,7,1,2,NA,NA
"9506",15000222,2526328,1,6,17,7,1,NA,7,2,2,NA,NA
"9507",15001288,1416898,1,1,67,7,1,307.666656494141,7,1,2,NA,NA
"9508",15001288,2526689,1,1,68,7,1,NA,7,2,2,307.666656494141,NA
"9509",15001318,1416898,2,1,60,5,1,NA,7,1,2,NA,NA
"9510",15001318,2526689,2,1,61,5,1,NA,7,2,2,NA,NA
"9511",15005763,1417266,1,1,59,7,1,1301.00073242188,7,1,2,NA,NA
"9512",15005763,2527324,1,1,60,7,2,1288.865234375,7,2,2,1301.00073242188,-12.135498046875
"9513",15005798,1417266,2,1,57,5,2,1000.76983642578,7,1,2,NA,NA
"9514",15005798,2527324,2,1,58,5,2,1019.78448486328,7,2,2,1000.76983642578,19.0146484375
"9515",15009122,1417541,1,6,54,7,1,NA,7,1,2,NA,NA
"9516",15009122,2527464,1,6,55,7,1,NA,7,2,2,NA,NA
"9517",15010236,1417649,1,6,69,7,1,NA,7,1,2,NA,NA
"9518",15010236,2527537,1,6,69,7,1,NA,7,2,2,NA,NA
"9519",15012476,1417827,2,1,81,7,1,NA,7,1,2,NA,NA
"9520",15012476,2527979,2,1,82,7,1,NA,7,2,2,NA,NA
"9521",15012506,1417827,1,1,79,7,1,NA,7,1,2,NA,NA
"9522",15012506,2527979,1,1,80,7,1,NA,7,2,2,NA,NA
"9523",15013596,1417916,1,1,68,7,1,NA,7,1,2,NA,NA
"9524",15013596,2528118,1,1,69,7,1,NA,7,2,2,NA,NA
"9525",15013626,1417916,2,1,67,7,1,143,7,1,2,NA,NA
"9526",15013626,2528118,2,1,68,7,1,151.66667175293,7,2,2,143,8.66667175292969
"9527",15014746,1418017,2,2,56,7,1,NA,7,1,2,NA,NA
"9528",15014746,2528258,2,2,57,7,1,NA,7,2,2,NA,NA
"9529",15015831,1418106,1,1,32,2,1,1601.23168945312,7,1,2,NA,NA
"9530",15015831,2528401,1,1,32,2,1,2864.0400390625,7,2,2,1601.23168945312,1262.80834960938
"9531",15015866,1418106,2,1,30,2,1,1901.46264648438,7,1,2,NA,NA
"9532",15015866,2528401,2,1,31,2,1,2005.775390625,7,2,2,1901.46264648438,104.312744140625
"9533",15018083,1418297,2,6,33,7,1,NA,7,1,2,NA,NA
"9534",15018083,2528541,2,6,33,7,1,NA,7,2,2,NA,NA
"9535",15021432,1418572,2,3,62,7,1,NA,7,1,2,NA,NA
"9536",15021432,2529173,2,3,63,7,1,NA,7,2,2,NA,NA
"9537",15022552,1418661,1,1,30,7,1,1651.27026367188,7,1,2,NA,NA
"9538",15022552,2529246,1,1,31,7,1,1801.3857421875,7,2,2,1651.27026367188,150.115478515625
"9539",15022587,1418661,2,1,29,7,1,NA,7,1,2,NA,NA
"9540",15022587,2529246,2,1,30,7,1,NA,7,2,2,NA,NA
"9541",15025918,1418947,1,1,39,7,1,767,7,1,2,NA,NA
"9542",15025918,2529521,1,1,40,7,1,793,7,2,2,767,26
"9543",15025942,1418947,2,1,39,7,1,290.333343505859,7,1,2,NA,NA
"9544",15025942,2529521,2,1,40,7,1,286,7,2,2,290.333343505859,-4.33334350585938
"9545",15025977,1418947,1,6,17,5,1,138.66667175293,7,1,2,NA,NA
"9546",15025977,2529521,1,6,18,4,1,234,7,2,2,138.66667175293,95.3333282470703
"9547",15028151,1419137,2,3,72,7,1,NA,7,1,2,NA,NA
"9548",15028151,2529807,2,3,73,7,1,NA,7,2,2,NA,NA
"9549",15030393,1419323,1,1,34,7,1,NA,7,1,2,NA,NA
"9550",15030393,2529874,1,1,35,7,1,NA,7,2,2,NA,NA
"9551",15030423,1419323,2,1,33,5,1,444.341796875,7,1,2,NA,NA
"9552",15030423,2529874,2,1,34,5,1,NA,7,2,2,444.341796875,NA
"9553",15031519,1419412,1,1,63,5,1,784.333312988281,7,1,2,NA,NA
"9554",15031519,2530228,1,1,64,5,1,935.719787597656,7,2,2,784.333312988281,151.386474609375
"9555",15031543,1419412,2,1,57,7,1,NA,7,1,2,NA,NA
"9556",15031543,2530228,2,1,58,7,1,134.33332824707,7,2,2,NA,NA
"9557",15033759,1419609,1,1,54,7,1,NA,7,1,2,NA,NA
"9558",15033759,2530368,1,1,55,7,1,NA,7,2,2,NA,NA
"9559",15033783,1419609,2,1,47,7,1,560.431091308594,7,1,2,NA,NA
"9560",15033783,2530368,2,1,48,7,1,NA,7,2,2,560.431091308594,NA
"9561",15034879,1419692,1,6,57,7,2,866.666687011719,7,1,2,NA,NA
"9562",15034879,2530511,1,6,58,7,1,433.333343505859,7,2,2,866.666687011719,-433.333343505859
"9563",15038238,1419978,1,1,25,6,1,801.666687011719,7,1,2,NA,NA
"9564",15038238,2530724,1,5,26,6,1,1118,7,2,2,801.666687011719,316.333312988281
"9565",15038262,1419978,2,1,19,5,1,723.666687011719,7,1,2,NA,NA
"9566",15038262,2530791,2,5,21,5,1,832,7,2,2,723.666687011719,108.333312988281
"9567",15043827,1420437,1,1,51,4,1,1108.85302734375,7,1,2,NA,NA
"9568",15043827,2531089,1,1,52,4,1,1191.91687011719,7,2,2,1108.85302734375,83.0638427734375
"9569",15043851,1420437,2,1,49,7,1,598.460388183594,7,1,2,NA,NA
"9570",15043851,2531089,2,1,50,7,1,663.510375976562,7,2,2,598.460388183594,65.0499877929688
"9571",15044947,1420526,1,4,44,7,1,NA,7,1,2,NA,NA
"9572",15044947,2531224,1,4,45,7,1,NA,7,2,2,NA,NA
"9573",15044971,1420526,1,2,20,7,1,NA,7,1,2,NA,NA
"9574",15044971,2531224,1,2,21,7,1,NA,7,2,2,NA,NA
"9575",15045048,1420526,2,2,17,7,1,NA,7,1,2,NA,NA
"9576",15045048,2531224,2,2,17,7,1,NA,7,2,2,NA,NA
"9577",15047199,1420712,2,1,40,5,1,620.477294921875,7,1,2,NA,NA
"9578",15047199,2531585,2,1,41,5,1,615.473449707031,7,2,2,620.477294921875,-5.00384521484375
"9579",15047229,1420712,1,1,40,5,1,1144,7,1,2,NA,NA
"9580",15047229,2531585,1,1,41,5,1,1301.00073242188,7,2,2,1144,157.000732421875
"9581",15047253,1420712,2,6,16,5,1,58.5,7,1,2,NA,NA
"9582",15047253,2531585,2,6,17,5,1,60.6666679382324,7,2,2,58.5,2.16666793823242
"9583",15048306,1420801,1,1,46,7,1,NA,7,1,2,NA,NA
"9584",15048306,2531879,1,1,47,7,1,NA,7,2,2,NA,NA
"9585",15048349,1420801,2,1,43,7,1,NA,7,1,2,NA,NA
"9586",15048349,2531879,2,1,44,7,1,NA,7,2,2,NA,NA
"9587",15049426,1420909,1,1,55,5,1,684.666687011719,7,1,2,NA,NA
"9588",15049426,2532085,1,1,56,5,1,693.333312988281,7,2,2,684.666687011719,8.6666259765625
"9589",15049469,1420909,2,1,52,5,1,650,7,1,2,NA,NA
"9590",15049469,2532085,2,1,53,5,1,NA,7,2,2,650,NA
"9591",15050548,1420992,1,1,38,4,1,NA,7,1,2,NA,NA
"9592",15050548,2532239,1,1,39,4,1,693.333312988281,7,2,2,NA,NA
"9593",15050572,1420992,2,1,33,7,1,NA,7,1,2,NA,NA
"9594",15050572,2532239,2,1,34,7,1,476.666656494141,7,2,2,NA,NA
"9595",15053903,1421271,1,1,30,7,1,NA,7,1,2,NA,NA
"9596",15053903,2532514,1,1,31,7,1,NA,7,2,2,NA,NA
"9597",15053938,1421271,2,1,27,7,1,NA,7,1,2,NA,NA
"9598",15053938,2532514,2,1,28,7,1,NA,7,2,2,NA,NA
"9599",15055027,1421379,1,3,63,NA,NA,NA,7,1,2,NA,NA
"9600",15055027,2532867,1,3,64,NA,NA,NA,7,2,2,NA,NA
"9601",15055051,1421379,2,6,23,4,1,650.500366210938,7,1,2,NA,NA
"9602",15055051,2532867,2,6,24,4,1,900.69287109375,7,2,2,650.500366210938,250.192504882812
"9603",15057267,1421557,2,3,66,7,2,NA,7,1,2,NA,NA
"9604",15057267,2533014,2,3,67,7,2,NA,7,2,2,NA,NA
"9605",15058387,1421646,1,4,48,5,1,NA,7,1,2,NA,NA
"9606",15058387,2533081,1,4,49,5,1,NA,7,2,2,NA,NA
"9607",15060616,1421832,1,1,48,7,1,1226.33337402344,7,1,2,NA,NA
"9608",15060616,2533448,1,1,48,NA,NA,NA,7,2,2,1226.33337402344,NA
"9609",15060659,1421832,2,1,42,7,2,190.66667175293,7,1,2,NA,NA
"9610",15060659,2533448,2,1,43,7,2,NA,7,2,2,190.66667175293,NA
"9611",15062856,1422022,2,1,26,5,1,1000.76983642578,7,1,2,NA,NA
"9612",15062856,2533669,2,1,27,5,1,NA,7,2,2,1000.76983642578,NA
"9613",15062899,1422022,1,1,25,4,1,1300,7,1,2,NA,NA
"9614",15062899,2533669,1,1,26,4,1,1083.33337402344,7,2,2,1300,-216.666625976562
"9615",15063976,1422111,1,2,24,5,1,1100.84680175781,7,1,2,NA,NA
"9616",15063976,2533871,1,2,25,5,1,1150.88537597656,7,2,2,1100.84680175781,50.03857421875
"9617",15064018,1422111,2,2,23,5,1,800.615844726562,7,1,2,NA,NA
"9618",15064018,2533871,2,2,24,5,1,874.6728515625,7,2,2,800.615844726562,74.0570068359375
"9619",15066223,1422308,2,1,70,7,2,NA,7,1,2,NA,NA
"9620",15066223,2534029,2,1,71,7,2,NA,7,2,2,NA,NA
"9621",15066258,1422308,1,1,67,7,2,NA,7,1,2,NA,NA
"9622",15066258,2534029,1,1,68,7,2,NA,7,2,2,NA,NA
"9623",15071812,1422766,1,1,62,7,1,NA,7,1,2,NA,NA
"9624",15071812,2534169,1,1,63,7,1,NA,7,2,2,NA,NA
"9625",15071847,1422766,2,1,57,7,1,NA,7,1,2,NA,NA
"9626",15071847,2534169,2,1,58,7,1,NA,7,2,2,NA,NA
"9627",15071871,1422766,1,6,34,7,1,897.417663574219,7,1,2,NA,NA
"9628",15071871,2534169,1,6,35,7,1,NA,7,2,2,897.417663574219,NA
"9629",15074056,1422952,2,4,43,7,1,NA,7,1,2,NA,NA
"9630",15074056,2534371,2,4,44,7,1,NA,7,2,2,NA,NA
"9631",15080773,1423517,1,1,55,7,1,632.666687011719,7,1,2,NA,NA
"9632",15080773,2534584,1,1,56,7,1,NA,7,2,2,632.666687011719,NA
"9633",15080803,1423517,2,1,48,7,1,NA,7,1,2,NA,NA
"9634",15080803,2534584,2,1,49,7,2,NA,7,2,2,NA,NA
"9635",15084132,1423797,1,3,53,5,2,675,7,1,2,NA,NA
"9636",15084132,2534886,1,3,54,5,2,NA,7,2,2,675,NA
"9637",15084167,1423797,2,6,25,2,1,NA,7,1,2,NA,NA
"9638",15084167,2534886,2,6,26,2,2,NA,7,2,2,NA,NA
"9639",15084191,1423797,1,6,19,6,2,NA,7,1,2,NA,NA
"9640",15084191,2534886,1,6,20,6,2,NA,7,2,2,NA,NA
"9641",15085252,1423886,2,2,55,7,1,325,7,1,2,NA,NA
"9642",15085252,2535092,2,2,56,7,1,320.666656494141,7,2,2,325,-4.33334350585938
"9643",15085287,1423886,1,2,55,7,1,780,7,1,2,NA,NA
"9644",15085287,2535092,1,2,56,7,1,871,7,2,2,780,91
"9645",15085317,1423886,2,6,28,2,2,657.505798339844,7,1,2,NA,NA
"9646",15085317,2535092,2,6,29,2,2,867.540649414062,7,2,2,657.505798339844,210.034851074219
"9647",15086372,1423983,1,4,57,5,2,1029.16662597656,7,1,2,NA,NA
"9648",15086372,2535319,1,5,58,5,2,NA,7,2,2,1029.16662597656,NA
"9649",15088618,1424173,2,3,71,7,2,NA,7,1,2,NA,NA
"9650",15088618,2535386,2,3,72,7,1,NA,7,2,2,NA,NA
"9651",15094219,1424637,2,6,26,5,2,NA,7,1,2,NA,NA
"9652",15094219,2535661,2,6,27,5,2,NA,7,2,2,NA,NA
"9653",15096459,1424823,1,1,59,7,1,NA,7,1,2,NA,NA
"9654",15096459,2535874,1,1,60,7,2,NA,7,2,2,NA,NA
"9655",15096483,1424823,2,1,42,7,1,NA,7,1,2,NA,NA
"9656",15096483,2535874,2,1,43,7,2,NA,7,2,2,NA,NA
"9657",15096548,1424823,1,6,16,5,1,NA,7,1,2,NA,NA
