"","pid","hid","sex","mastat","age","qfachi","lknbrd","paygu","region","wave","N","pay_lag","paych"
"5514",13096842,2310449,1,1,69,4,1,NA,4,2,2,NA,NA
"5515",13096877,1258109,2,1,64,7,1,156,4,1,2,NA,NA
"5516",13096877,2310449,2,1,65,7,1,151.66667175293,4,2,2,156,-4.33332824707031
"5517",13097962,1258192,1,1,45,NA,1,1501.15478515625,4,1,2,NA,NA
"5518",13097962,2310589,1,1,46,NA,1,1581.21630859375,4,2,2,1501.15478515625,80.0615234375
"5519",13099086,1258281,2,1,42,4,1,52,4,1,2,NA,NA
"5520",13099086,2310864,2,1,43,4,1,65,4,2,2,52,13
"5521",13099116,1258281,1,1,40,4,1,2330.79296875,4,1,2,NA,NA
"5522",13099116,2310864,1,1,41,4,1,2409.85375976562,4,2,2,2330.79296875,79.060791015625
"5523",13100203,1258389,1,5,31,4,1,1872.4404296875,4,1,2,NA,NA
"5524",13100203,2311224,1,5,32,4,1,2201.69360351562,4,2,2,1872.4404296875,329.253173828125
"5525",13100572,1258419,1,6,22,5,1,780,4,1,2,NA,NA
"5526",13100572,2311291,1,6,23,5,1,NA,4,2,2,780,NA
"5527",13102443,1258567,1,1,54,7,1,2001.53967285156,4,1,2,NA,NA
"5528",13102443,2311364,1,1,55,7,1,2076.59741210938,4,2,2,2001.53967285156,75.0577392578125
"5529",13102478,1258567,2,1,51,5,1,453.348724365234,4,1,2,NA,NA
"5530",13102478,2311364,2,1,52,5,1,493.379516601562,4,2,2,453.348724365234,40.0307922363281
"5531",13103563,1258656,2,4,56,7,1,736.666687011719,4,1,2,NA,NA
"5532",13103563,2311518,2,4,57,7,1,773.003784179688,4,2,2,736.666687011719,36.3370971679688
"5533",13104683,1258753,1,1,46,3,1,NA,4,1,2,NA,NA
"5534",13104683,2311585,1,1,47,3,1,3778.03564453125,4,2,2,NA,NA
"5535",13104713,1258753,2,1,31,5,1,NA,4,1,2,NA,NA
"5536",13104713,2311585,2,1,32,5,1,NA,4,2,2,NA,NA
"5537",13105809,1258842,2,1,39,2,1,1301.00073242188,4,1,2,NA,NA
"5538",13105809,2311941,2,1,40,2,1,1745.34265136719,4,2,2,1301.00073242188,444.341918945312
"5539",13105833,1258842,1,1,37,4,1,1440.83447265625,4,1,2,NA,NA
"5540",13105833,2311941,1,1,38,4,1,1591.22399902344,4,2,2,1440.83447265625,150.389526367188
"5541",13106929,1258931,1,1,32,7,1,944.666687011719,4,1,2,NA,NA
"5542",13106929,2312301,1,1,33,7,1,935.377563476562,4,2,2,944.666687011719,-9.28912353515625
"5543",13106953,1258931,2,1,30,5,1,437.666656494141,4,1,2,NA,NA
"5544",13106953,2312301,2,1,31,5,1,437.666656494141,4,2,2,437.666656494141,0
"5545",13108042,1259032,2,1,37,2,1,NA,4,1,2,NA,NA
"5546",13108042,2312514,2,1,38,2,1,NA,4,2,2,NA,NA
"5547",13108077,1259032,1,1,32,2,1,1493.14855957031,4,1,2,NA,NA
"5548",13108077,2312514,1,1,33,2,1,1666.59362792969,4,2,2,1493.14855957031,173.445068359375
"5549",13109162,1259121,1,1,56,7,1,NA,4,1,2,NA,NA
"5550",13109162,2312794,1,1,57,7,1,NA,4,2,2,NA,NA
"5551",13109197,1259121,2,1,47,3,1,1601.23168945312,4,1,2,NA,NA
"5552",13109197,2312794,2,1,48,3,1,1745.34265136719,4,2,2,1601.23168945312,144.110961914062
"5553",13109227,1259121,1,6,22,4,1,812.625122070312,4,1,2,NA,NA
"5554",13109227,2312794,1,6,23,4,1,850.654357910156,4,2,2,812.625122070312,38.0292358398438
"5555",13109251,1259121,1,6,20,5,1,NA,4,1,2,NA,NA
"5556",13109251,2312867,1,6,21,5,1,750.577392578125,4,2,2,NA,NA
"5557",13110276,1259229,2,1,78,7,2,NA,4,1,2,NA,NA
"5558",13110276,2313081,2,1,79,7,2,NA,4,2,2,NA,NA
"5559",13110306,1259229,1,1,76,7,1,NA,4,1,2,NA,NA
"5560",13110306,2313081,1,1,77,7,1,NA,4,2,2,NA,NA
"5561",13111396,1259318,1,1,34,4,1,NA,4,1,2,NA,NA
"5562",13111396,2313227,1,1,35,4,1,NA,4,2,2,NA,NA
"5563",13111426,1259318,2,1,28,4,1,2081.60131835938,4,1,2,NA,NA
"5564",13111426,2313227,2,1,29,4,1,2334.79614257812,4,2,2,2081.60131835938,253.19482421875
"5565",13112511,1259407,2,3,67,7,2,NA,4,1,2,NA,NA
"5566",13112511,2313367,2,3,68,7,1,NA,4,2,2,NA,NA
"5567",13114018,1259539,1,1,53,2,1,2317.78295898438,4,1,2,NA,NA
"5568",13114018,2313448,1,1,54,2,1,2484.91162109375,4,2,2,2317.78295898438,167.128662109375
"5569",13114042,1259539,2,1,51,2,1,1774.36486816406,4,1,2,NA,NA
"5570",13114042,2313448,2,1,52,2,1,2001.53967285156,4,2,2,1774.36486816406,227.1748046875
"5571",13114077,1259539,1,6,21,NA,NA,NA,4,1,2,NA,NA
"5572",13114077,2313448,1,6,22,4,1,830.638977050781,4,2,2,NA,NA
"5573",13114107,1259539,2,6,23,2,1,692.79931640625,4,1,2,NA,NA
"5574",13114107,2313669,2,6,24,2,1,NA,4,2,2,692.79931640625,NA
"5575",13114751,1259598,1,1,38,4,1,2126.63598632812,4,1,2,NA,NA
"5576",13114751,2313731,1,1,39,4,1,2128.63745117188,4,2,2,2126.63598632812,2.00146484375
"5577",13114786,1259598,2,1,34,5,1,92.0708236694336,4,1,2,NA,NA
"5578",13114786,2313731,2,1,35,5,1,98.0754470825195,4,2,2,92.0708236694336,6.00462341308594
"5579",13116991,1259776,2,6,30,5,1,978.7529296875,4,1,2,NA,NA
"5580",13116991,2314029,2,4,31,5,1,1171.90148925781,4,2,2,978.7529296875,193.148559570312
"5581",13118129,1259873,2,1,44,3,1,1255.96618652344,4,1,2,NA,NA
"5582",13118129,2314096,2,1,45,3,1,1566.83642578125,4,2,2,1255.96618652344,310.870239257812
"5583",13118153,1259873,1,1,44,4,1,1395.83337402344,4,1,2,NA,NA
"5584",13118153,2314096,1,1,45,4,1,1501.15478515625,4,2,2,1395.83337402344,105.321411132812
"5585",13119249,1259962,2,1,67,5,1,92.0708236694336,4,1,2,NA,NA
"5586",13119249,2314304,2,1,68,5,1,75.0577392578125,4,2,2,92.0708236694336,-17.0130844116211
"5587",13119273,1259962,1,1,67,7,1,520,4,1,2,NA,NA
"5588",13119273,2314304,1,1,68,7,1,NA,4,2,2,520,NA
"5589",13121472,1260146,1,1,49,7,1,NA,4,1,2,NA,NA
"5590",13121472,2314444,1,1,50,7,1,NA,4,2,2,NA,NA
"5591",13121502,1260146,2,1,46,5,1,NA,4,1,2,NA,NA
"5592",13121502,2314444,2,1,47,NA,NA,NA,4,2,2,NA,NA
"5593",13121537,1260146,1,6,22,5,1,325,4,1,2,NA,NA
"5594",13121537,2314444,1,6,23,5,1,979.753662109375,4,2,2,325,654.753662109375
"5595",13121561,1260146,1,6,20,4,1,541.666687011719,4,1,2,NA,NA
"5596",13121561,2314444,1,6,21,NA,NA,NA,4,2,2,541.666687011719,NA
"5597",13121596,1260146,1,6,17,5,1,238.33332824707,4,1,2,NA,NA
"5598",13121596,2314444,1,6,18,5,1,251.33332824707,4,2,2,238.33332824707,13
"5599",13122592,1260243,2,1,44,7,1,150.944442749023,4,1,2,NA,NA
"5600",13122592,2314819,2,1,45,7,1,208,4,2,2,150.944442749023,57.0555572509766
"5601",13122622,1260243,1,1,44,7,1,NA,4,1,2,NA,NA
"5602",13122622,2314819,1,1,45,7,1,NA,4,2,2,NA,NA
"5603",13122657,1260243,1,6,20,5,1,725.62744140625,4,1,2,NA,NA
"5604",13122657,2314819,1,6,21,5,1,773.003784179688,4,2,2,725.62744140625,47.3763427734375
"5605",13122681,1260243,1,6,18,6,1,563.333312988281,4,1,2,NA,NA
"5606",13122681,2314819,1,6,19,6,1,741,4,2,2,563.333312988281,177.666687011719
"5607",13123718,1260332,2,5,29,6,1,NA,4,1,2,NA,NA
"5608",13123718,2315238,2,4,30,6,1,NA,4,2,2,NA,NA
"5609",13125958,1260529,1,1,51,5,1,1401.07775878906,4,1,2,NA,NA
"5610",13125958,2315521,1,1,52,5,1,1451.1162109375,4,2,2,1401.07775878906,50.0384521484375
"5611",13125982,1260529,2,1,48,7,1,NA,4,1,2,NA,NA
"5612",13125982,2315521,2,1,49,7,1,NA,4,2,2,NA,NA
"5613",13128191,1260707,1,1,63,7,1,NA,4,1,2,NA,NA
"5614",13128191,2315734,1,1,64,7,1,108.333335876465,4,2,2,NA,NA
"5615",13128221,1260707,2,1,54,7,1,160.33332824707,4,1,2,NA,NA
"5616",13128221,2315734,2,1,55,7,1,NA,4,2,2,160.33332824707,NA
"5617",13129317,1260804,2,4,37,5,1,668.514282226562,4,1,2,NA,NA
"5618",13129317,2315874,2,1,38,5,1,711.54736328125,4,2,2,668.514282226562,43.0330810546875
"5619",13130439,1260898,1,2,26,5,1,NA,4,1,2,NA,NA
"5620",13130439,2316099,1,1,27,5,1,1915.33337402344,4,2,2,NA,NA
"5621",13130463,1260898,2,2,24,4,1,NA,4,1,2,NA,NA
"5622",13130463,2316099,2,1,25,4,1,NA,4,2,2,NA,NA
"5623",13131559,1260987,1,2,33,6,1,NA,4,1,2,NA,NA
"5624",13131559,2316374,1,2,34,6,1,NA,4,2,2,NA,NA
"5625",13131583,1260987,2,2,31,1,1,2543.95703125,4,1,2,NA,NA
"5626",13131583,2316374,2,2,32,1,1,2764.12622070312,4,2,2,2543.95703125,220.169189453125
"5627",13132679,1261088,1,1,53,5,1,2201.69360351562,4,1,2,NA,NA
"5628",13132679,2316528,1,1,54,5,1,2446.16186523438,4,2,2,2201.69360351562,244.46826171875
"5629",13132709,1261088,2,1,52,7,1,73.6666641235352,4,1,2,NA,NA
"5630",13132709,2316528,2,1,53,7,1,57.4166679382324,4,2,2,73.6666641235352,-16.2499961853027
"5631",13132733,1261088,2,6,23,2,1,1200.923828125,4,1,2,NA,NA
"5632",13132733,2316528,2,6,24,2,1,1461.1240234375,4,2,2,1200.923828125,260.2001953125
"5633",13136038,1261363,2,3,52,7,1,NA,4,1,2,NA,NA
"5634",13136038,2316749,2,3,53,7,1,NA,4,2,2,NA,NA
"5635",13138278,1261541,1,1,35,3,1,3130.40795898438,4,1,2,NA,NA
"5636",13138278,2316811,1,1,36,3,1,3344.57275390625,4,2,2,3130.40795898438,214.164794921875
"5637",13138308,1261541,2,1,34,2,1,420.323333740234,4,1,2,NA,NA
"5638",13138308,2316811,2,1,35,2,1,429.330261230469,4,2,2,420.323333740234,9.00692749023438
"5639",13140507,1261738,2,3,60,5,1,NA,4,1,2,NA,NA
"5640",13140507,2317028,2,3,61,5,1,NA,4,2,2,NA,NA
"5641",13140531,1261738,2,6,19,4,1,NA,4,1,2,NA,NA
"5642",13140531,2317028,2,6,20,4,1,260,4,2,2,NA,NA
"5643",13141627,1261827,1,1,50,7,1,1401.07775878906,4,1,2,NA,NA
"5644",13141627,2317168,1,1,51,7,1,1401.07775878906,4,2,2,1401.07775878906,0
"5645",13141651,1261827,2,1,49,5,1,430.331024169922,4,1,2,NA,NA
"5646",13141651,2317168,2,1,50,5,1,541.41650390625,4,2,2,430.331024169922,111.085479736328
"5647",13142747,1261916,1,1,41,1,1,2802.15551757812,4,1,2,NA,NA
"5648",13142747,2317311,1,1,41,1,1,2802.15551757812,4,2,2,2802.15551757812,0
"5649",13142771,1261916,2,1,40,4,1,NA,4,1,2,NA,NA
"5650",13142771,2317311,2,1,40,4,1,298.8779296875,4,2,2,NA,NA
"5651",13143867,1262017,2,1,42,7,1,436.335662841797,4,1,2,NA,NA
"5652",13143867,2317818,2,1,43,7,1,438.337188720703,4,2,2,436.335662841797,2.00152587890625
"5653",13143891,1262017,1,1,30,5,1,NA,4,1,2,NA,NA
"5654",13143891,2317818,1,1,31,5,1,NA,4,2,2,NA,NA
"5655",13146106,1262203,1,1,64,1,1,38.1666679382324,4,1,2,NA,NA
"5656",13146106,2317958,1,1,65,1,1,43.3333320617676,4,2,2,38.1666679382324,5.16666412353516
"5657",13146149,1262203,2,1,61,2,1,NA,4,1,2,NA,NA
"5658",13146149,2317958,2,1,62,2,1,NA,4,2,2,NA,NA
"5659",13147226,1262297,1,6,68,7,1,NA,4,1,2,NA,NA
"5660",13147226,2318091,1,6,69,7,2,NA,4,2,2,NA,NA
"5661",13148346,1262386,1,1,51,4,1,1133.87219238281,4,1,2,NA,NA
"5662",13148346,2318164,1,1,52,4,1,221,4,2,2,1133.87219238281,-912.872192382812
"5663",13148389,1262386,2,1,47,5,1,360.277130126953,4,1,2,NA,NA
"5664",13148389,2318164,2,1,47,5,1,500.384918212891,4,2,2,360.277130126953,140.107788085938
"5665",13148419,1262386,1,6,24,5,1,650.500366210938,4,1,2,NA,NA
"5666",13148419,2318164,1,6,25,5,1,900.69287109375,4,2,2,650.500366210938,250.192504882812
"5667",13148443,1262386,2,6,22,5,1,594.314392089844,4,1,2,NA,NA
"5668",13148443,2318237,2,1,23,5,1,523.508850097656,4,2,2,594.314392089844,-70.8055419921875
"5669",13149466,1262483,1,4,47,2,1,NA,4,1,2,NA,NA
"5670",13149466,2318458,1,4,48,2,1,NA,4,2,2,NA,NA
"5671",13150588,1262572,2,3,53,7,1,99.6666641235352,4,1,2,NA,NA
"5672",13150588,2318601,2,3,54,7,1,95.3333358764648,4,2,2,99.6666641235352,-4.33332824707031
"5673",13150618,1262572,1,6,24,4,1,690.531188964844,4,1,2,NA,NA
"5674",13150618,2318601,1,6,24,4,1,800.615844726562,4,2,2,690.531188964844,110.084655761719
"5675",13150642,1262572,1,6,21,4,1,541.666687011719,4,1,2,NA,NA
"5676",13150642,2318601,1,6,22,4,1,536.154968261719,4,2,2,541.666687011719,-5.51171875
"5677",13151703,1262661,1,6,33,2,1,NA,4,1,2,NA,NA
"5678",13151703,2318814,1,6,34,2,1,1256.66662597656,4,2,2,NA,NA
"5679",13153943,1262858,2,4,49,7,1,292.294219970703,4,1,2,NA,NA
"5680",13153943,2318881,2,2,50,7,1,303.333343505859,4,2,2,292.294219970703,11.0391235351562
"5681",13155067,1262947,1,1,33,2,1,1734.33410644531,4,1,2,NA,NA
"5682",13155067,2318954,1,1,34,2,1,2864.0400390625,4,2,2,1734.33410644531,1129.70593261719
"5683",13155091,1262947,2,1,32,2,1,NA,4,1,2,NA,NA
"5684",13155091,2318954,2,1,33,2,1,NA,4,2,2,NA,NA
"5685",13156187,1263048,1,1,56,2,1,1769.36108398438,4,1,2,NA,NA
"5686",13156187,2319179,1,1,57,2,1,2037.5673828125,4,2,2,1769.36108398438,268.206298828125
"5687",13156217,1263048,2,1,51,4,1,NA,4,1,2,NA,NA
"5688",13156217,2319179,2,1,52,4,1,NA,4,2,2,NA,NA
"5689",13158481,1263226,1,6,38,4,1,800.615844726562,4,1,2,NA,NA
"5690",13158481,2319667,1,6,39,4,1,936,4,2,2,800.615844726562,135.384155273438
"5691",13159542,1263323,1,1,37,4,1,1560,4,1,2,NA,NA
"5692",13159542,2319896,1,1,38,4,1,1655.33337402344,4,2,2,1560,95.3333740234375
"5693",13159577,1263323,2,1,36,5,1,65,4,1,2,NA,NA
"5694",13159577,2319896,2,1,37,5,1,69.3333358764648,4,2,2,65,4.33333587646484
"5695",13162896,1263609,1,1,53,5,1,NA,4,1,2,NA,NA
"5696",13162896,2320185,1,1,54,5,1,NA,4,2,2,NA,NA
"5697",13162926,1263609,2,1,52,7,1,723.666687011719,4,1,2,NA,NA
"5698",13162926,2320185,2,1,53,7,1,NA,4,2,2,723.666687011719,NA
"5699",13162969,1263609,1,6,28,5,1,NA,4,1,2,NA,NA
"5700",13162969,2320185,1,6,29,5,1,NA,4,2,2,NA,NA
"5701",13162993,1263609,1,6,20,5,1,NA,4,1,2,NA,NA
"5702",13162993,2320185,1,6,21,5,1,NA,4,2,2,NA,NA
"5703",13165143,1263781,2,5,26,7,2,NA,4,1,2,NA,NA
"5704",13165143,2320479,2,4,27,7,2,NA,4,2,2,NA,NA
"5705",13166263,1263889,2,4,42,7,2,NA,4,1,2,NA,NA
"5706",13166263,2320681,2,4,43,4,2,201.5,4,2,2,NA,NA
"5707",13166298,1263889,1,6,18,5,1,NA,4,1,2,NA,NA
"5708",13166298,2320681,1,6,19,NA,NA,NA,4,2,2,NA,NA
"5709",13167383,1263978,2,3,70,7,1,NA,4,1,2,NA,NA
"5710",13167383,2320894,2,3,71,7,1,NA,4,2,2,NA,NA
"5711",13169629,1264168,2,1,69,7,1,NA,4,1,2,NA,NA
"5712",13169629,2320967,2,1,70,7,NA,NA,2,2,2,NA,NA
"5713",13169653,1264168,1,1,67,7,1,NA,4,1,2,NA,NA
"5714",13169653,2320967,1,1,68,7,1,NA,2,2,2,NA,NA
"5715",13170732,1264257,2,3,85,7,1,NA,4,1,2,NA,NA
"5716",13170732,2321106,2,3,85,7,1,NA,4,2,2,NA,NA
"5717",13171852,1264346,2,4,27,6,1,NA,4,1,2,NA,NA
"5718",13171852,2321173,2,4,28,6,1,850.654357910156,4,2,2,NA,NA
"5719",13174096,1264532,2,1,45,7,1,130,4,1,2,NA,NA
"5720",13174096,2321246,2,1,46,7,1,390.42724609375,4,2,2,130,260.42724609375
"5721",13174126,1264532,1,1,44,NA,NA,NA,4,1,2,NA,NA
"5722",13174126,2321246,1,1,45,NA,NA,NA,4,2,2,NA,NA
"5723",13174169,1264532,1,6,17,5,1,NA,4,1,2,NA,NA
"5724",13174169,2321246,1,6,18,5,1,182,4,2,2,NA,NA
"5725",13175211,1264621,1,1,56,5,1,NA,4,1,2,NA,NA
"5726",13175211,2321459,1,1,57,5,1,NA,4,2,2,NA,NA
"5727",13175246,1264621,2,1,52,3,1,NA,4,1,2,NA,NA
"5728",13175246,2321459,2,1,53,3,1,NA,4,2,2,NA,NA
"5729",13175599,1264656,2,3,78,7,1,NA,4,1,2,NA,NA
"5730",13175599,2321599,2,3,79,7,1,NA,4,2,2,NA,NA
"5731",13178571,1264907,1,6,47,7,1,797.333312988281,4,1,2,NA,NA
"5732",13178571,2321661,1,6,48,7,1,1170,4,2,2,797.333312988281,372.666687011719
"5733",13179691,1265008,1,4,30,1,1,NA,4,1,2,NA,NA
"5734",13179691,2321734,1,4,31,1,1,NA,4,2,2,NA,NA
"5735",13180819,1265091,1,1,34,5,1,NA,4,1,2,NA,NA
"5736",13180819,2321807,1,1,35,5,1,NA,4,2,2,NA,NA
"5737",13180843,1265091,2,1,33,5,1,NA,4,1,2,NA,NA
"5738",13180843,2321807,2,1,34,5,1,NA,4,2,2,NA,NA
"5739",13181939,1265199,1,1,61,7,1,NA,4,1,2,NA,NA
"5740",13181939,2322099,1,1,62,7,1,NA,4,2,2,NA,NA
"5741",13181963,1265199,2,1,59,7,1,NA,4,1,2,NA,NA
"5742",13181963,2322099,2,1,60,7,1,NA,4,2,2,NA,NA
"5743",13181998,1265199,1,6,33,7,1,615.333312988281,4,1,2,NA,NA
"5744",13181998,2322099,1,6,34,7,1,745.645690917969,4,2,2,615.333312988281,130.312377929688
"5745",13185292,1265466,1,1,63,7,1,NA,4,1,2,NA,NA
"5746",13185292,2322307,1,1,64,7,1,173.133178710938,4,2,2,NA,NA
"5747",13185322,1265466,2,1,54,5,1,147.33332824707,4,1,2,NA,NA
"5748",13185322,2322307,2,1,55,5,1,249.16667175293,4,2,2,147.33332824707,101.833343505859
"5749",13187538,1265652,1,3,35,7,1,983.666687011719,4,1,2,NA,NA
"5750",13187538,2322447,1,3,36,7,1,1165.66662597656,4,2,2,983.666687011719,181.999938964844
"5751",13188658,1265741,1,6,23,4,1,1000.76983642578,4,1,2,NA,NA
"5752",13188658,2322668,1,6,24,4,1,1416.66662597656,4,2,2,1000.76983642578,415.896789550781
"5753",13190881,1265938,1,1,61,7,1,NA,4,1,2,NA,NA
"5754",13190881,2322749,1,1,62,7,1,NA,4,2,2,NA,NA
"5755",13190911,1265938,2,1,49,5,1,NA,4,1,2,NA,NA
"5756",13190911,2322749,2,1,50,5,1,NA,4,2,2,NA,NA
"5757",13192019,1266039,2,1,37,6,1,NA,4,1,2,NA,NA
"5758",13192019,2322951,2,1,38,6,1,507.390319824219,4,2,2,NA,NA
"5759",13192043,1266039,1,1,36,5,1,1901.46264648438,4,1,2,NA,NA
"5760",13192043,2322951,1,1,37,5,1,2025.67041015625,4,2,2,1901.46264648438,124.207763671875
"5761",13193139,1266128,1,1,31,4,1,1048.80676269531,4,1,2,NA,NA
"5762",13193139,2323249,1,1,32,4,1,1146.88220214844,4,2,2,1048.80676269531,98.075439453125
"5763",13193163,1266128,2,1,31,5,1,NA,4,1,2,NA,NA
"5764",13193163,2323249,2,1,32,5,1,NA,4,2,2,NA,NA
"5765",13194259,1266217,2,4,42,4,1,755.581237792969,4,1,2,NA,NA
"5766",13194259,2323524,2,4,43,4,1,771.593566894531,4,2,2,755.581237792969,16.0123291015625
"5767",13194283,1266217,2,6,17,5,1,86.6666641235352,4,1,2,NA,NA
"5768",13194283,2323524,2,6,18,5,1,119.166664123535,4,2,2,86.6666641235352,32.5
"5769",13195379,1266306,1,1,42,5,1,NA,4,1,2,NA,NA
"5770",13195379,2323737,1,1,43,5,1,751.539123535156,4,2,2,NA,NA
"5771",13195409,1266306,2,1,42,7,1,NA,4,1,2,NA,NA
"5772",13195409,2323737,2,1,43,7,1,468.360290527344,4,2,2,NA,NA
"5773",13195433,1266306,1,6,17,5,1,179.83332824707,4,1,2,NA,NA
"5774",13195433,2323818,1,6,18,NA,NA,NA,NA,2,2,179.83332824707,NA
"5775",13196499,1266403,2,3,79,7,1,NA,4,1,2,NA,NA
"5776",13196499,2324024,2,3,80,7,1,NA,4,2,2,NA,NA
"5777",13197606,1266497,2,1,28,6,1,235.180908203125,4,1,2,NA,NA
"5778",13197606,2324091,2,1,29,6,1,265.416656494141,4,2,2,235.180908203125,30.2357482910156
"5779",13197649,1266497,1,1,28,6,1,1351.03930664062,4,1,2,NA,NA
"5780",13197649,2324091,1,1,29,6,1,1619.1005859375,4,2,2,1351.03930664062,268.061279296875
"5781",13198726,1266586,1,2,33,5,1,2001.53967285156,4,1,2,NA,NA
"5782",13198726,2324385,1,1,34,5,1,1881.447265625,4,2,2,2001.53967285156,-120.092407226562
"5783",13198769,1266586,2,2,26,5,1,810.623596191406,4,1,2,NA,NA
"5784",13198769,2324385,2,1,27,5,1,895.689025878906,4,2,2,810.623596191406,85.0654296875
"5785",13199846,1266683,1,6,40,2,1,1799.38415527344,4,1,2,NA,NA
"5786",13199846,2324539,1,6,41,2,1,1957.505859375,4,2,2,1799.38415527344,158.121704101562
"5787",13200968,1266772,2,2,53,5,1,NA,4,1,2,NA,NA
"5788",13200968,2324601,2,2,54,5,2,NA,4,2,2,NA,NA
"5789",13200992,1266772,1,2,48,3,1,1745.34265136719,4,1,2,NA,NA
"5790",13200992,2324601,1,2,49,3,1,1916.47424316406,4,2,2,1745.34265136719,171.131591796875
"5791",13204327,1267051,2,4,44,4,1,518.398803710938,4,1,2,NA,NA
"5792",13204327,2324881,2,2,45,4,1,604.464965820312,4,2,2,518.398803710938,86.066162109375
"5793",13204351,1267051,1,6,19,5,1,800.615844726562,4,1,2,NA,NA
"5794",13204351,2324881,1,6,20,5,1,930.715942382812,4,2,2,800.615844726562,130.10009765625
"5795",13204386,1267051,2,6,17,5,1,47.6666679382324,4,1,2,NA,NA
"5796",13204386,2324954,2,6,18,4,1,NA,4,2,2,47.6666679382324,NA
"5797",13206567,1267248,2,4,40,7,1,NA,4,1,2,NA,NA
"5798",13206567,2325179,2,4,41,7,1,NA,4,2,2,NA,NA
"5799",13207717,1267337,2,1,59,5,1,125.666664123535,4,1,2,NA,NA
"5800",13207717,2325381,2,1,60,5,1,56.3333320617676,4,2,2,125.666664123535,-69.3333320617676
"5801",13207741,1267337,1,6,26,5,2,216.66667175293,4,1,2,NA,NA
"5802",13207741,2325381,1,6,27,5,1,264.333343505859,4,2,2,216.66667175293,47.6666717529297
"5803",13209922,1267523,1,1,30,6,1,1326,4,1,2,NA,NA
"5804",13209922,2325594,1,1,31,6,1,1214.8486328125,4,2,2,1326,-111.1513671875
"5805",13209957,1267523,2,1,29,6,1,552.424926757812,4,1,2,NA,NA
"5806",13209957,2325594,2,1,31,6,1,550.423400878906,4,2,2,552.424926757812,-2.00152587890625
"5807",13211048,1267612,2,1,31,4,2,650,4,1,2,NA,NA
"5808",13211048,2325969,2,1,32,4,2,533,4,2,2,650,-117
"5809",13211072,1267612,1,1,30,1,1,1234.94995117188,4,1,2,NA,NA
"5810",13211072,2325969,1,1,31,1,1,1130.84606933594,4,2,2,1234.94995117188,-104.103881835938
"5811",13212168,1267701,1,1,37,5,1,1601.23168945312,4,1,2,NA,NA
"5812",13212168,2326108,1,1,38,5,1,NA,4,2,2,1601.23168945312,NA
"5813",13212192,1267701,2,1,32,5,1,1201.92456054688,4,1,2,NA,NA
"5814",13212192,2326108,2,1,33,5,1,910,4,2,2,1201.92456054688,-291.924560546875
"5815",13213288,1267809,1,1,31,6,1,NA,4,1,2,NA,NA
"5816",13213288,2326248,1,1,32,6,1,NA,4,2,2,NA,NA
"5817",13213318,1267809,2,1,26,6,1,NA,4,1,2,NA,NA
"5818",13213318,2326248,2,1,27,6,1,NA,4,2,2,NA,NA
"5819",13214403,1267892,1,1,75,7,1,NA,4,1,2,NA,NA
"5820",13214403,2326531,1,1,76,7,1,NA,4,2,2,NA,NA
"5821",13214438,1267892,2,1,62,5,2,NA,4,1,2,NA,NA
"5822",13214438,2326531,2,1,63,5,1,NA,4,2,2,NA,NA
"5823",13218883,1268279,1,1,32,7,1,NA,4,1,2,NA,NA
"5824",13218883,2326671,1,1,33,7,1,NA,4,2,2,NA,NA
"5825",13218913,1268279,2,1,29,6,1,NA,4,1,2,NA,NA
"5826",13218913,2326671,2,1,30,6,1,NA,4,2,2,NA,NA
"5827",13220004,1268368,2,4,46,5,1,1668.33337402344,4,1,2,NA,NA
"5828",13220004,2326957,2,4,47,5,1,1618.24487304688,4,2,2,1668.33337402344,-50.0885009765625
"5829",13223356,1268643,1,1,40,4,1,NA,4,1,2,NA,NA
"5830",13223356,2327023,1,1,41,4,1,NA,4,2,2,NA,NA
"5831",13223399,1268643,2,1,36,5,1,1050.80834960938,4,1,2,NA,NA
"5832",13223399,2327023,2,1,37,5,1,1050.80834960938,4,2,2,1050.80834960938,0
"5833",13224476,1268732,2,2,24,6,2,NA,4,1,2,NA,NA
"5834",13224476,2327171,2,2,25,6,2,NA,4,2,2,NA,NA
"5835",13224506,1268732,1,2,22,5,2,NA,4,1,2,NA,NA
"5836",13224506,2327171,1,2,23,5,2,650,4,2,2,NA,NA
"5837",13225596,1268821,2,2,38,5,1,NA,4,1,2,NA,NA
"5838",13225596,2327457,2,1,39,5,1,NA,4,2,2,NA,NA
"5839",13225626,1268821,1,2,26,5,1,1261,4,1,2,NA,NA
"5840",13225626,2327457,1,1,27,5,1,NA,4,2,2,1261,NA
"5841",13226711,1268929,2,4,43,5,1,382.416656494141,4,1,2,NA,NA
"5842",13226711,2327899,2,2,44,5,1,379.291778564453,4,2,2,382.416656494141,-3.1248779296875
"5843",13227831,1269011,2,4,69,7,1,NA,4,1,2,NA,NA
"5844",13227831,2328038,2,4,70,7,1,NA,4,2,2,NA,NA
"5845",13228951,1269119,1,1,35,5,1,1191.66662597656,4,1,2,NA,NA
"5846",13228951,2328119,1,1,36,5,1,1300,4,2,2,1191.66662597656,108.333374023438
"5847",13228986,1269119,2,1,31,4,1,NA,4,1,2,NA,NA
"5848",13228986,2328119,2,1,32,4,1,164.66667175293,4,2,2,NA,NA
"5849",13232312,1269399,1,1,44,5,1,3000,4,1,2,NA,NA
